Store_ID,Department,Region,Product_Category,Date,Weekly_Sales,Cost,Profit,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
8,5,North,Home,2023-06-09,43815.06,31941.08,11873.98,0,37.08,3.56,254.77,6.97
12,7,West,Home,2023-01-09,35217.35,27185.02,8032.33,0,35.51,2.87,205.55,9.8
1,8,West,Home,2023-08-21,42910.34,26912.82,15997.52,0,22.43,3.35,243.3,9.18
20,10,North,Electronics,2023-04-09,16267.97,14299.64,1968.33,0,13.37,3.6,208.43,9.62
6,1,South,Electronics,2024-10-20,44975.81,35427.11,9548.7,0,12.27,3.86,223.36,3.8
18,7,East,Clothing,2023-07-27,40975.61,26846.96,14128.65,1,27.31,3.72,224.69,9.08
8,5,North,Groceries,2023-05-11,37801.12,29060.53,8740.59,0,29.28,3.29,209.53,3.9
7,10,North,Clothing,2024-02-08,20594.35,13179.91,7414.44,0,35.5,3.03,255.36,7.43
1,1,North,Groceries,2023-06-01,44944.61,27203.44,17741.17,0,18.78,2.84,200.16,8.04
16,3,West,Sports,2023-02-23,33709.07,26601.68,7107.39,0,15.02,3.89,253.63,4.13
12,7,South,Home,2023-04-30,43332.78,34429.84,8902.94,0,21.37,3.79,253.03,7.43
6,10,North,Home,2024-11-03,21243.72,16466.2,4777.52,0,20.61,3.87,219.02,3.37
20,1,West,Electronics,2024-09-19,11554.34,7568.61,3985.73,0,13.97,3.25,242.26,5.05
2,7,North,Sports,2024-08-09,19955.17,15585.57,4369.6,0,30.17,3.02,215.17,9.45
14,5,North,Sports,2024-09-16,25486.9,15724.23,9762.67,0,25.26,4.02,245.53,4.2
4,1,South,Groceries,2024-02-24,29003.33,22702.98,6300.35,0,31.63,4.05,233.67,3.46
1,1,West,Sports,2024-02-26,27986.41,21443.33,6543.08,0,20.58,3.41,218.01,6.11
18,1,East,Electronics,2023-04-14,29572.46,23556.73,6015.73,0,19.77,3.72,224.01,8.95
13,9,South,Groceries,2023-09-11,42876.76,37244.58,5632.18,0,24.18,3.25,241.39,3.54
2,3,East,Clothing,2023-08-15,16633.36,14223.31,2410.05,1,36.32,3.9,254.37,5.49
9,5,West,Groceries,2023-04-22,21783.47,19478.7,2304.77,1,11.21,4.17,207.84,9.3
2,10,West,Clothing,2024-05-24,44987.38,40167.99,4819.39,0,34.14,3.88,234.28,3.83
9,9,East,Groceries,2024-04-17,30220.62,25134.37,5086.25,0,21.07,3.53,215.22,5.17
1,6,West,Home,2023-04-09,34466.86,30569.55,3897.31,1,35.64,3.42,248.08,8.45
11,9,South,Clothing,2023-06-02,26512.81,22805.93,3706.88,0,34.07,3.78,204.21,6.8
3,8,North,Electronics,2023-12-04,29703.86,24305.92,5397.94,0,20.46,3.86,241.34,8.83
20,8,East,Clothing,2024-12-06,15204.9,9466.8,5738.1,1,30.82,3.62,210.5,3.78
4,1,North,Clothing,2023-06-12,29609.01,18201.1,11407.91,0,14.79,3.75,235.78,9.44
18,9,East,Groceries,2024-12-20,49872.79,42455.7,7417.09,0,36.89,2.69,250.14,9.54
6,6,North,Home,2024-11-11,30472.14,22759.54,7712.6,0,22.13,4.4,245.3,4.09
3,9,North,Groceries,2023-06-10,6998.11,5909.08,1089.03,0,23.67,4.08,245.18,3.24
11,3,South,Groceries,2024-08-02,40839.6,28337.6,12502.0,0,31.17,3.25,231.07,9.93
15,3,North,Home,2024-02-02,22841.39,16429.7,6411.69,0,34.63,3.63,253.44,6.38
5,6,East,Groceries,2023-10-04,11915.43,9652.17,2263.26,0,17.09,2.59,235.29,7.0
20,9,North,Home,2024-05-18,43813.39,38319.1,5494.29,0,29.84,2.58,255.05,7.31
10,7,West,Electronics,2024-01-27,13908.8,8711.48,5197.32,0,21.76,3.0,232.79,8.53
12,3,North,Home,2023-05-15,46434.53,39861.42,6573.11,0,21.06,3.88,230.36,8.68
15,3,North,Sports,2023-07-14,24880.84,20847.75,4033.09,0,30.7,4.2,213.34,4.36
17,2,West,Home,2024-02-05,39740.87,27606.46,12134.41,1,21.62,3.62,232.69,4.66
10,9,West,Home,2024-10-01,29614.81,20924.79,8690.02,0,20.38,3.56,208.44,9.14
6,3,East,Sports,2023-02-02,16548.21,10159.58,6388.63,0,35.08,3.3,252.18,8.74
18,5,West,Home,2024-11-18,35199.06,21285.65,13913.41,0,13.04,2.82,240.55,7.32
13,9,West,Clothing,2024-04-04,48106.06,35747.7,12358.36,0,30.28,2.74,259.62,9.96
3,8,East,Groceries,2024-04-14,39633.66,24916.17,14717.49,0,17.46,4.02,205.53,8.15
10,2,East,Groceries,2024-01-10,32180.81,21181.43,10999.38,0,10.46,4.36,214.44,4.51
14,3,North,Electronics,2023-01-22,49578.26,42341.33,7236.93,0,15.0,3.42,252.63,8.93
6,2,South,Electronics,2024-10-31,16939.7,13065.73,3873.97,0,28.2,3.82,223.72,5.9
3,8,East,Sports,2023-02-07,7805.37,6166.94,1638.43,0,31.27,4.33,227.98,3.25
16,6,West,Clothing,2023-08-18,6445.89,4230.08,2215.81,0,10.63,2.68,251.64,5.25
7,6,North,Electronics,2023-12-31,36980.95,31381.98,5598.97,0,11.09,4.04,231.31,8.34
20,9,West,Groceries,2024-07-16,42360.46,36446.68,5913.78,0,37.08,3.73,211.61,9.72
14,8,East,Electronics,2024-03-13,33579.52,25419.64,8159.88,0,12.2,3.7,253.52,4.93
9,4,South,Electronics,2023-10-10,45726.2,39954.06,5772.14,0,36.83,3.09,201.86,4.73
15,4,North,Home,2023-01-27,40893.6,34900.59,5993.01,1,16.84,3.87,253.72,6.95
3,9,East,Electronics,2023-08-14,21692.96,17775.15,3917.81,0,32.2,4.09,203.03,8.68
2,1,East,Sports,2023-10-04,13156.62,10791.36,2365.26,0,19.29,2.73,239.95,8.23
2,2,West,Groceries,2024-08-31,46609.14,29439.17,17169.97,0,35.76,3.57,204.3,6.92
3,2,South,Sports,2023-10-11,9661.87,6582.16,3079.71,0,31.01,2.7,242.37,7.42
18,6,East,Sports,2024-04-25,29434.48,18250.97,11183.51,0,22.05,4.25,202.04,4.69
14,4,West,Clothing,2024-03-28,19130.36,11528.04,7602.32,0,12.29,3.52,250.55,6.03
20,10,North,Home,2024-10-20,17213.68,11145.73,6067.95,0,31.98,4.12,227.96,4.79
18,3,West,Sports,2024-05-30,34062.57,29435.04,4627.53,0,28.51,3.24,205.61,9.19
10,3,North,Clothing,2024-06-30,15405.66,10352.02,5053.64,0,10.09,2.75,242.41,3.79
2,3,West,Groceries,2023-07-11,46236.43,41198.79,5037.64,0,10.28,2.58,229.36,7.76
1,6,South,Groceries,2023-02-18,23271.98,18133.23,5138.75,0,34.26,3.06,211.46,4.82
4,8,West,Clothing,2024-05-26,35481.89,23814.65,11667.24,0,17.78,2.99,200.94,6.33
14,7,South,Sports,2023-01-17,37749.01,28279.26,9469.75,0,29.08,3.62,225.08,5.1
1,4,South,Sports,2023-06-21,35732.38,23788.06,11944.32,0,23.63,2.54,205.14,5.26
14,4,North,Home,2023-08-08,45653.01,40868.21,4784.8,0,35.9,3.54,205.65,4.82
16,10,West,Home,2023-06-07,15400.89,13155.12,2245.77,0,37.51,3.28,216.04,8.27
14,2,West,Groceries,2024-04-21,14758.94,8971.54,5787.4,1,39.9,3.65,237.83,5.56
20,1,West,Home,2023-02-15,7495.96,6628.92,867.04,0,14.61,3.9,231.79,8.08
3,9,South,Clothing,2024-01-08,44502.99,36328.66,8174.33,0,35.89,3.77,204.14,6.19
3,2,East,Groceries,2024-06-01,48797.92,30484.76,18313.16,0,17.98,4.47,258.11,6.83
9,8,West,Sports,2023-04-09,18613.69,14913.13,3700.56,0,27.72,2.78,253.23,6.8
6,9,West,Groceries,2023-02-06,36208.13,28752.08,7456.05,0,25.17,3.36,215.55,9.83
13,4,East,Electronics,2023-10-07,5401.08,3595.16,1805.92,0,10.54,3.35,207.34,5.57
2,8,North,Groceries,2023-12-15,13488.42,11162.13,2326.29,0,37.98,3.33,256.54,4.45
8,9,West,Home,2024-05-11,36017.35,22551.16,13466.19,0,12.35,3.83,227.67,9.38
2,10,East,Clothing,2023-10-29,7964.92,5948.47,2016.45,0,30.65,3.48,218.67,4.22
4,10,West,Sports,2023-06-30,26082.95,15727.42,10355.53,0,33.55,3.53,229.42,8.84
15,5,South,Sports,2024-08-29,34816.25,31008.09,3808.16,0,33.86,3.36,246.36,4.05
4,7,East,Home,2023-04-09,39468.12,32579.71,6888.41,0,14.06,4.48,210.1,7.61
13,10,South,Home,2024-11-30,25421.72,16464.52,8957.2,0,23.43,4.36,246.05,4.05
12,4,East,Home,2023-04-26,33362.78,23437.43,9925.35,0,34.88,3.12,244.97,9.46
13,1,North,Electronics,2023-07-10,29280.9,18978.96,10301.94,0,19.08,2.72,232.36,6.96
14,3,South,Clothing,2023-09-10,7353.76,6103.51,1250.25,0,24.03,4.18,251.95,5.3
20,5,West,Electronics,2023-06-10,38426.21,23734.67,14691.54,0,18.18,4.49,207.93,3.98
18,3,East,Home,2023-09-13,12756.29,10869.92,1886.37,0,23.91,3.09,235.73,5.6
6,7,West,Clothing,2023-11-19,12530.66,11060.3,1470.36,1,36.64,3.22,226.96,7.94
11,9,North,Home,2023-05-08,25302.56,20317.66,4984.9,0,23.65,4.38,225.34,5.69
2,6,East,Clothing,2023-01-18,43953.69,29180.4,14773.29,0,26.68,3.92,215.15,4.72
19,10,North,Sports,2024-07-19,11787.32,8345.74,3441.58,0,22.12,3.09,222.34,7.04
19,1,East,Electronics,2024-07-23,5578.59,4145.85,1432.74,0,23.8,3.66,206.49,5.92
5,7,South,Home,2023-11-19,16258.86,12704.47,3554.39,1,10.46,4.39,215.1,4.16
19,3,West,Home,2024-11-16,21364.66,17104.52,4260.14,0,18.51,4.12,216.32,4.08
2,5,South,Groceries,2024-09-17,31107.73,23836.75,7270.98,0,23.1,3.98,243.24,7.95
10,10,South,Sports,2023-10-15,13685.55,9653.71,4031.84,0,29.01,3.97,202.91,9.82
2,4,South,Home,2024-10-24,41088.38,35634.93,5453.45,0,23.5,2.86,239.07,4.63
11,10,South,Electronics,2024-09-30,45099.22,28160.75,16938.47,1,20.13,4.15,213.28,8.41
18,5,East,Sports,2023-06-04,36313.86,26867.78,9446.08,0,21.64,3.05,204.91,3.61
15,5,West,Home,2024-05-04,30074.58,25042.18,5032.4,1,17.27,4.36,218.05,5.67
9,6,East,Electronics,2024-01-21,21434.76,13252.29,8182.47,0,37.73,3.23,213.47,6.55
19,10,East,Groceries,2023-04-14,21901.4,17775.19,4126.21,0,25.65,4.22,233.12,4.88
9,10,East,Groceries,2024-01-28,27638.17,23379.5,4258.67,0,10.4,3.03,221.44,6.71
3,6,South,Electronics,2023-09-03,8479.16,6768.48,1710.68,0,10.58,3.53,257.96,9.18
9,8,North,Sports,2023-06-25,35703.75,21560.82,14142.93,0,39.19,2.71,257.81,9.61
14,8,South,Electronics,2023-02-08,20817.84,13615.72,7202.12,0,16.64,3.82,226.62,3.7
19,9,East,Electronics,2024-04-21,15114.15,10619.71,4494.44,0,34.17,4.17,247.71,4.9
7,8,South,Groceries,2024-11-12,17524.72,11743.44,5781.28,0,11.75,3.94,200.8,9.85
16,2,West,Groceries,2024-06-21,13113.24,11654.99,1458.25,0,37.63,3.55,232.87,4.89
16,10,West,Groceries,2024-02-12,45570.56,36250.39,9320.17,0,36.23,2.59,244.6,7.85
1,1,South,Home,2024-06-08,12606.69,8687.16,3919.53,0,27.13,4.37,213.02,4.77
4,10,South,Home,2024-05-20,44731.68,39315.09,5416.59,0,10.27,3.91,203.67,5.49
4,2,North,Clothing,2023-02-05,30750.95,25282.76,5468.19,0,17.73,3.99,209.36,4.34
7,2,South,Home,2024-11-15,44035.29,30181.0,13854.29,0,22.2,4.09,226.51,8.99
8,3,South,Sports,2023-01-20,26332.89,18792.85,7540.04,0,23.8,4.0,230.38,9.18
17,10,North,Sports,2023-11-17,46743.52,30842.71,15900.81,0,18.93,3.38,222.85,5.08
5,7,South,Groceries,2024-05-26,14517.08,12939.4,1577.68,0,10.99,3.97,226.4,8.77
7,2,South,Electronics,2024-02-04,29961.13,22626.31,7334.82,0,27.7,3.75,228.21,5.51
20,1,South,Groceries,2024-10-15,10662.74,9263.97,1398.77,0,25.72,4.21,246.17,3.69
20,6,South,Electronics,2024-04-15,30853.25,21719.14,9134.11,1,18.49,4.1,206.31,8.31
4,9,South,Groceries,2023-05-23,30645.67,26301.72,4343.95,0,11.14,2.58,246.14,7.18
6,3,East,Groceries,2023-04-02,32255.38,19874.67,12380.71,0,39.84,3.26,241.32,4.92
7,6,South,Sports,2023-12-20,21448.8,19188.68,2260.12,0,24.46,2.57,244.5,4.77
18,3,North,Electronics,2024-12-27,8435.1,7368.99,1066.11,0,32.68,2.7,244.07,9.83
5,1,South,Clothing,2023-02-20,34489.67,24451.83,10037.84,0,23.57,3.7,228.24,9.04
20,5,East,Clothing,2024-10-26,26979.43,22458.13,4521.3,0,11.3,4.25,212.68,8.67
3,10,North,Groceries,2024-11-28,11159.55,9214.19,1945.36,0,19.29,2.74,232.2,3.9
7,4,North,Groceries,2024-07-28,52387.21,45596.59,6790.62,1,19.6,3.4,257.48,8.29
14,7,South,Sports,2023-07-09,48005.09,33227.99,14777.1,0,35.15,4.32,235.31,4.5
7,6,West,Electronics,2023-05-05,43547.28,32210.01,11337.27,0,29.63,4.13,200.66,9.84
5,10,East,Groceries,2023-05-30,42974.07,36936.21,6037.86,0,18.26,3.54,203.58,3.36
5,7,West,Clothing,2023-11-10,9440.21,7869.11,1571.1,0,39.03,4.04,259.57,5.46
2,5,South,Electronics,2024-07-23,51051.88,36657.29,14394.59,1,19.65,3.55,204.32,6.0
6,4,East,Groceries,2023-12-08,23017.13,19650.13,3367.0,0,39.95,2.82,202.76,8.77
15,7,West,Electronics,2023-11-01,12340.45,7578.1,4762.35,0,39.88,2.75,221.18,8.36
10,7,East,Sports,2024-11-22,41544.58,34673.68,6870.9,0,15.74,2.88,258.16,5.62
7,6,South,Clothing,2024-11-12,15157.88,10034.97,5122.91,0,19.38,3.2,219.12,6.96
5,8,East,Electronics,2023-02-23,33780.89,23168.16,10612.73,1,24.58,4.36,224.59,8.85
1,4,South,Clothing,2024-03-19,10760.72,8048.64,2712.08,0,29.92,4.1,238.04,3.13
13,10,West,Groceries,2024-09-04,26359.06,19371.81,6987.25,0,25.84,3.37,201.45,8.62
18,5,East,Home,2023-09-21,31931.66,24145.8,7785.86,1,39.08,3.49,253.87,9.63
13,4,North,Electronics,2023-02-22,29244.31,22326.06,6918.25,1,31.72,3.03,231.17,3.22
18,1,South,Clothing,2024-07-25,8126.91,5684.43,2442.48,0,16.36,3.91,228.01,3.32
5,8,East,Electronics,2024-09-11,26822.26,17503.36,9318.9,0,13.15,4.11,251.64,5.41
13,1,North,Groceries,2023-01-05,26102.43,21679.23,4423.2,0,30.65,2.98,257.18,3.61
4,5,North,Groceries,2023-04-13,16772.91,12076.38,4696.53,0,14.75,2.58,225.41,6.35
17,6,North,Clothing,2023-07-15,46472.07,34935.48,11536.59,0,33.63,3.75,210.35,8.1
3,6,North,Sports,2023-12-16,23800.65,18883.65,4917.0,0,19.33,3.63,248.94,6.97
17,5,South,Electronics,2023-02-16,43885.21,38307.02,5578.19,0,19.81,3.3,224.2,4.38
11,3,East,Electronics,2024-10-17,9934.87,8069.76,1865.11,0,10.32,3.79,256.13,7.58
20,5,North,Groceries,2023-09-26,19349.48,11873.57,7475.91,0,31.03,3.6,256.99,7.79
4,8,East,Electronics,2024-01-05,12934.89,11014.94,1919.95,0,13.4,3.0,206.89,9.53
2,2,East,Clothing,2024-09-27,23378.49,20965.98,2412.51,0,33.19,3.3,257.39,4.03
20,6,West,Home,2023-04-16,10023.65,7435.0,2588.65,0,24.76,3.36,222.1,7.85
16,9,East,Groceries,2024-10-31,24846.57,22135.24,2711.33,0,33.53,4.26,238.78,9.38
18,8,South,Home,2024-10-20,20924.18,15990.23,4933.95,0,27.52,4.42,202.09,6.51
8,8,South,Electronics,2024-10-18,15049.18,11104.56,3944.62,0,12.47,4.29,253.33,5.53
3,8,North,Sports,2023-04-30,33898.07,23709.04,10189.03,0,32.97,3.94,238.5,4.2
9,7,East,Clothing,2024-08-26,47791.02,38102.18,9688.84,0,12.09,3.67,238.61,9.07
20,8,South,Electronics,2023-02-27,14320.11,9579.38,4740.73,0,24.36,3.88,254.13,5.76
6,6,South,Clothing,2023-12-12,37030.59,23384.09,13646.5,0,15.17,4.38,230.5,9.47
10,2,South,Electronics,2024-04-18,38407.14,23358.11,15049.03,0,32.57,3.0,224.63,8.93
10,2,North,Electronics,2023-04-27,27415.42,18853.97,8561.45,0,37.35,3.57,251.97,5.64
13,8,South,Electronics,2023-05-07,45395.08,32626.86,12768.22,0,26.62,3.88,244.55,7.02
17,1,East,Groceries,2024-01-28,52857.33,40468.79,12388.54,1,25.81,3.86,256.94,3.19
9,6,South,Home,2024-10-02,21301.09,14651.42,6649.67,0,32.92,3.0,256.41,4.84
17,6,South,Sports,2023-02-27,34296.5,30702.84,3593.66,0,10.15,3.67,222.94,7.97
9,4,North,Home,2024-09-25,42075.04,28927.58,13147.46,1,37.53,4.09,226.82,7.75
9,10,East,Home,2024-05-27,23163.6,16962.53,6201.07,0,15.92,3.45,215.36,5.47
1,3,South,Clothing,2023-04-06,19255.6,12149.95,7105.65,0,39.52,4.09,239.64,8.66
2,3,East,Groceries,2024-09-29,47018.49,31887.37,15131.12,0,32.09,3.22,221.87,4.65
16,1,East,Groceries,2023-04-28,49019.32,30122.35,18896.97,1,33.23,4.38,247.17,6.23
1,3,South,Electronics,2024-07-13,10150.91,7794.4,2356.51,0,29.69,3.57,207.29,6.31
10,4,North,Home,2024-08-23,10394.78,8579.01,1815.77,0,24.15,3.69,206.98,5.39
18,5,East,Sports,2024-05-02,46514.42,30639.65,15874.77,0,27.15,2.56,212.27,9.68
8,3,West,Clothing,2023-08-25,8663.44,6154.28,2509.16,0,11.39,2.84,205.06,7.88
11,6,South,Groceries,2023-09-29,35978.96,21766.73,14212.23,0,28.72,3.77,237.2,6.77
2,5,East,Electronics,2023-07-08,15204.12,12951.73,2252.39,0,28.78,3.34,208.84,6.57
8,3,East,Sports,2024-12-04,6583.34,5490.43,1092.91,0,36.74,3.52,209.6,4.12
8,6,East,Home,2024-03-22,7683.69,4756.02,2927.67,0,25.17,2.63,200.85,5.61
17,6,South,Sports,2024-08-03,21808.49,15472.26,6336.23,0,12.31,4.17,246.93,7.71
15,8,West,Groceries,2023-09-04,8491.48,7528.43,963.05,0,19.19,4.07,248.74,9.47
17,2,East,Clothing,2023-03-17,31848.76,22854.93,8993.83,0,29.67,2.87,209.72,8.72
13,1,East,Home,2023-06-03,34126.45,25863.16,8263.29,0,17.18,3.77,244.37,5.1
19,4,North,Clothing,2024-10-17,21806.09,15407.59,6398.5,0,18.42,4.14,226.01,6.04
5,7,South,Sports,2024-03-10,38429.51,29930.42,8499.09,0,34.61,3.78,214.38,3.58
12,10,South,Sports,2023-03-27,27051.91,24169.45,2882.46,0,27.53,3.12,237.28,3.72
1,3,East,Electronics,2024-11-27,24360.28,21906.0,2454.28,0,25.26,3.81,210.71,6.29
5,3,North,Home,2023-10-12,23314.46,19407.29,3907.17,0,19.55,2.92,245.41,6.71
8,5,East,Sports,2023-08-08,24399.79,17599.41,6800.38,0,31.93,3.14,202.86,4.85
13,5,East,Groceries,2023-03-10,48554.94,36335.1,12219.84,0,18.63,2.98,257.55,7.5
8,10,South,Groceries,2023-02-16,35663.32,25214.66,10448.66,0,32.11,3.61,204.31,7.92
11,3,North,Clothing,2023-04-04,24027.03,21520.35,2506.68,1,12.1,2.72,234.77,5.09
1,9,East,Groceries,2024-03-28,39379.83,31989.34,7390.49,1,35.94,4.37,254.13,8.31
13,4,South,Sports,2023-07-23,19862.03,14592.22,5269.81,0,24.99,3.17,200.71,4.44
19,3,East,Groceries,2023-08-06,10657.17,6433.04,4224.13,0,23.16,2.94,229.91,6.81
3,2,East,Home,2024-04-18,26391.22,19955.59,6435.63,0,28.33,3.49,221.0,8.63
17,10,North,Clothing,2024-03-07,38796.07,34729.41,4066.66,0,28.73,3.05,234.82,6.76
5,9,North,Home,2023-12-07,21994.7,16648.19,5346.51,0,13.96,3.57,213.53,9.36
20,4,North,Sports,2024-07-04,48321.93,31637.72,16684.21,1,32.69,3.2,203.89,3.41
8,3,East,Sports,2024-09-03,22412.87,13596.28,8816.59,0,18.28,2.76,237.56,7.12
14,7,West,Groceries,2023-10-16,26655.01,18829.4,7825.61,1,37.15,3.03,225.01,6.93
4,8,North,Electronics,2023-09-11,49920.98,43704.24,6216.74,0,34.54,3.38,237.35,7.62
11,2,West,Electronics,2023-12-23,26711.24,24012.5,2698.74,0,20.39,2.56,212.63,8.83
20,7,West,Sports,2023-01-23,41234.95,36435.63,4799.32,0,34.23,4.04,220.32,8.08
15,5,West,Sports,2024-06-05,41224.46,33755.66,7468.8,0,20.69,3.74,233.7,8.53
19,5,South,Clothing,2023-04-10,46686.62,35829.31,10857.31,0,13.03,3.7,235.59,5.02
7,3,East,Sports,2023-06-29,8820.28,6855.17,1965.11,0,38.86,3.59,222.34,5.71
19,5,North,Sports,2023-08-11,17204.91,13104.94,4099.97,0,29.58,3.68,216.8,7.39
19,2,East,Clothing,2024-10-20,39548.66,32118.05,7430.61,0,23.68,4.37,216.42,6.87
11,4,East,Home,2024-03-17,30317.07,21999.94,8317.13,0,21.93,2.52,210.48,9.73
5,6,South,Home,2024-08-30,30182.67,24169.11,6013.56,0,19.74,2.6,219.52,4.31
5,1,South,Clothing,2023-11-21,12479.69,7943.12,4536.57,0,39.44,2.88,211.97,5.46
8,10,South,Clothing,2024-05-30,17651.89,11998.14,5653.75,0,14.04,2.83,238.03,7.01
10,4,East,Home,2023-01-16,31453.1,26760.33,4692.77,1,19.44,2.86,234.14,9.08
6,6,West,Home,2023-12-02,17473.16,15221.3,2251.86,0,24.56,3.84,222.96,9.51
15,9,East,Home,2023-09-15,14462.73,11016.3,3446.43,0,24.34,3.42,219.55,5.35
16,2,South,Home,2024-05-11,8949.02,5454.34,3494.68,0,24.14,4.48,214.26,3.47
17,7,East,Groceries,2023-06-09,12007.67,10543.84,1463.83,0,15.27,2.95,232.13,5.95
8,6,South,Clothing,2024-04-19,39599.05,32099.75,7499.3,0,14.35,3.12,255.13,5.76
8,2,South,Electronics,2024-10-25,37345.06,27045.61,10299.45,0,17.64,4.47,241.14,9.91
9,8,North,Groceries,2024-11-20,7062.52,5505.33,1557.19,0,37.44,4.16,244.66,6.02
2,7,West,Electronics,2024-11-05,14147.78,10312.78,3835.0,0,13.39,3.44,250.06,5.14
15,5,South,Electronics,2024-01-15,30220.49,22351.13,7869.36,0,32.72,3.61,221.1,5.56
18,5,North,Sports,2024-06-28,23154.45,20052.75,3101.7,1,32.73,4.19,203.77,5.78
3,7,West,Clothing,2024-11-21,45708.13,29633.74,16074.39,1,34.29,3.46,237.35,8.75
17,9,South,Groceries,2024-03-02,40324.52,25448.83,14875.69,0,36.6,2.91,211.32,3.57
4,9,West,Clothing,2024-09-04,45121.13,27109.62,18011.51,0,17.89,4.16,234.14,5.22
4,9,West,Home,2023-09-25,30331.91,21056.42,9275.49,0,16.74,3.58,244.37,9.76
14,6,East,Clothing,2024-07-30,20843.44,13427.85,7415.59,0,23.97,2.81,247.02,4.07
9,10,North,Electronics,2024-02-21,32272.91,21493.62,10779.29,0,17.95,3.51,218.11,8.2
9,6,West,Home,2023-06-17,9011.15,5437.07,3574.08,0,32.03,3.33,230.75,5.49
18,3,East,Clothing,2023-02-12,8314.01,5555.08,2758.93,1,29.08,4.25,237.26,7.07
10,1,West,Clothing,2024-07-09,8235.06,5763.01,2472.05,1,36.25,2.75,249.17,3.7
4,7,East,Electronics,2023-10-12,23339.43,14224.69,9114.74,0,12.48,4.25,245.68,5.14
12,4,South,Home,2024-02-01,15263.49,11941.72,3321.77,0,37.45,3.52,259.28,6.51
8,1,South,Electronics,2023-01-12,12080.2,9309.49,2770.71,0,18.8,3.31,200.49,4.62
2,8,East,Clothing,2024-08-29,32689.67,20565.42,12124.25,0,24.72,2.82,226.25,6.79
13,6,South,Groceries,2023-10-29,49779.28,38753.32,11025.96,0,23.16,3.9,215.36,4.54
16,6,South,Groceries,2023-09-10,12998.89,11693.75,1305.14,0,32.81,4.35,207.19,7.55
2,2,South,Sports,2024-05-13,34638.55,30597.64,4040.91,1,22.61,3.25,254.69,9.33
11,1,West,Groceries,2023-02-04,10387.74,6240.97,4146.77,0,38.31,2.98,259.88,3.6
10,2,East,Home,2024-12-27,47040.64,39448.92,7591.72,0,37.08,3.61,210.84,4.52
15,4,North,Sports,2023-03-31,18128.98,12800.54,5328.44,0,36.16,4.09,202.31,8.91
17,2,North,Home,2024-08-27,44525.29,27565.4,16959.89,0,12.14,2.51,216.5,7.42
8,1,East,Groceries,2024-08-24,17738.44,12218.15,5520.29,0,35.63,3.76,250.09,3.55
18,7,West,Groceries,2024-02-22,41272.36,28747.06,12525.3,0,33.45,3.69,217.63,6.4
9,8,South,Clothing,2023-04-25,14422.16,10917.19,3504.97,0,13.11,3.14,203.41,4.47
8,6,South,Home,2024-09-08,18175.52,14509.97,3665.55,0,13.22,3.4,203.15,4.39
14,4,West,Electronics,2023-07-15,13661.39,11266.78,2394.61,0,13.03,2.99,225.65,9.58
18,6,North,Clothing,2024-05-15,20041.43,13503.33,6538.1,1,10.34,4.08,255.91,8.33
20,3,East,Home,2024-09-17,42568.96,29650.61,12918.35,0,26.46,3.77,217.16,7.87
20,8,East,Sports,2024-05-07,33756.46,23376.84,10379.62,0,39.2,3.57,225.63,4.67
12,10,West,Home,2023-03-16,23264.59,16490.43,6774.16,0,23.16,3.29,206.12,3.83
19,2,South,Sports,2024-02-17,48718.45,43841.58,4876.87,0,26.22,3.08,229.61,9.1
14,5,South,Sports,2024-01-11,25918.77,21600.26,4318.51,0,39.04,4.15,241.79,3.04
17,1,South,Groceries,2024-02-24,54695.89,48815.93,5879.96,1,17.66,3.4,216.27,5.72
3,6,East,Electronics,2024-12-29,15542.29,12557.13,2985.16,1,35.75,3.5,217.8,4.94
7,2,North,Home,2023-10-04,45708.73,32996.27,12712.46,0,26.39,3.54,250.52,6.99
17,4,East,Electronics,2024-11-06,5622.0,4030.54,1591.46,0,27.08,3.4,200.62,4.75
12,6,West,Sports,2024-01-29,29538.64,22052.79,7485.85,0,20.3,3.01,238.19,5.18
9,10,East,Groceries,2024-04-01,24037.36,17428.55,6608.81,0,26.85,2.74,223.63,8.95
15,8,West,Electronics,2023-07-11,28628.95,24291.6,4337.35,0,12.19,2.7,217.9,7.22
18,8,East,Clothing,2024-11-19,29905.02,22114.78,7790.24,0,32.94,4.01,239.46,4.02
13,6,North,Sports,2023-04-09,22506.41,15499.81,7006.6,0,18.54,2.95,250.08,8.09
8,4,West,Clothing,2024-07-01,49918.9,41555.39,8363.51,0,36.63,2.61,233.5,4.45
14,8,South,Electronics,2023-04-06,48942.82,41911.02,7031.8,0,21.04,4.1,201.87,6.03
8,8,South,Electronics,2024-10-25,50795.58,36884.13,13911.45,1,14.28,2.81,227.68,7.53
14,10,East,Electronics,2024-10-24,49058.83,39263.87,9794.96,0,30.88,3.75,227.77,4.9
7,1,East,Home,2023-07-09,40685.56,25129.08,15556.48,0,14.94,3.18,232.63,5.69
12,4,North,Sports,2023-02-06,49486.57,37552.36,11934.21,0,32.61,2.75,240.26,8.14
11,4,North,Sports,2024-01-04,45156.21,27703.08,17453.13,0,39.04,3.33,201.16,9.57
11,7,South,Sports,2024-11-25,23716.97,14437.88,9279.09,0,33.39,2.53,230.12,6.7
13,7,East,Home,2024-06-08,40314.97,31602.0,8712.97,0,10.67,4.18,235.3,3.07
